,Path,bug
42,modules/core/src/main/java/org/apache/synapse/Constants.java,0
43,modules/core/src/main/java/org/apache/synapse/FaultHandler.java,0
44,modules/core/src/main/java/org/apache/synapse/Mediator.java,0
45,modules/core/src/main/java/org/apache/synapse/MessageContext.java,0
46,modules/core/src/main/java/org/apache/synapse/SynapseException.java,0
47,modules/core/src/main/java/org/apache/synapse/SynapseServer.java,1
52,modules/core/src/main/java/org/apache/synapse/config/Entry.java,0
53,modules/core/src/main/java/org/apache/synapse/config/SynapseConfiguration.java,0
54,modules/core/src/main/java/org/apache/synapse/config/SynapseConfigurationBuilder.java,0
55,modules/core/src/main/java/org/apache/synapse/config/Util.java,0
56,modules/core/src/main/java/org/apache/synapse/config/XMLToObjectMapper.java,0
57,modules/core/src/main/java/org/apache/synapse/config/xml/AbstractListMediatorFactory.java,0
58,modules/core/src/main/java/org/apache/synapse/config/xml/AbstractListMediatorSerializer.java,0
59,modules/core/src/main/java/org/apache/synapse/config/xml/AbstractMediatorFactory.java,0
60,modules/core/src/main/java/org/apache/synapse/config/xml/AbstractMediatorSerializer.java,0
62,modules/core/src/main/java/org/apache/synapse/config/xml/AnonymousListMediator.java,0
63,modules/core/src/main/java/org/apache/synapse/config/xml/AnonymousListMediatorFactory.java,0
64,modules/core/src/main/java/org/apache/synapse/config/xml/AnonymousListMediatorSerializer.java,0
65,modules/core/src/main/java/org/apache/synapse/config/xml/ClassMediatorFactory.java,0
67,modules/core/src/main/java/org/apache/synapse/config/xml/ClassMediatorSerializer.java,0
68,modules/core/src/main/java/org/apache/synapse/config/xml/Constants.java,0
69,modules/core/src/main/java/org/apache/synapse/config/xml/DropMediatorFactory.java,0
71,modules/core/src/main/java/org/apache/synapse/config/xml/DropMediatorSerializer.java,0
72,modules/core/src/main/java/org/apache/synapse/config/xml/EntryFactory.java,0
73,modules/core/src/main/java/org/apache/synapse/config/xml/EntrySerializer.java,0
74,modules/core/src/main/java/org/apache/synapse/config/xml/FaultMediatorFactory.java,0
76,modules/core/src/main/java/org/apache/synapse/config/xml/FaultMediatorSerializer.java,0
77,modules/core/src/main/java/org/apache/synapse/config/xml/FilterMediatorFactory.java,0
79,modules/core/src/main/java/org/apache/synapse/config/xml/FilterMediatorSerializer.java,0
80,modules/core/src/main/java/org/apache/synapse/config/xml/HeaderMediatorFactory.java,0
82,modules/core/src/main/java/org/apache/synapse/config/xml/HeaderMediatorSerializer.java,0
83,modules/core/src/main/java/org/apache/synapse/config/xml/InMediatorFactory.java,0
85,modules/core/src/main/java/org/apache/synapse/config/xml/InMediatorSerializer.java,0
86,modules/core/src/main/java/org/apache/synapse/config/xml/LogMediatorFactory.java,0
88,modules/core/src/main/java/org/apache/synapse/config/xml/LogMediatorSerializer.java,0
89,modules/core/src/main/java/org/apache/synapse/config/xml/MediatorFactory.java,0
90,modules/core/src/main/java/org/apache/synapse/config/xml/MediatorFactoryFinder.java,0
91,modules/core/src/main/java/org/apache/synapse/config/xml/MediatorPropertyFactory.java,0
92,modules/core/src/main/java/org/apache/synapse/config/xml/MediatorSerializer.java,0
93,modules/core/src/main/java/org/apache/synapse/config/xml/MediatorSerializerFinder.java,0
94,modules/core/src/main/java/org/apache/synapse/config/xml/OMElementUtils.java,0
95,modules/core/src/main/java/org/apache/synapse/config/xml/OutMediatorFactory.java,0
97,modules/core/src/main/java/org/apache/synapse/config/xml/OutMediatorSerializer.java,0
98,modules/core/src/main/java/org/apache/synapse/config/xml/PropertyMediatorFactory.java,1
100,modules/core/src/main/java/org/apache/synapse/config/xml/PropertyMediatorSerializer.java,0
101,modules/core/src/main/java/org/apache/synapse/config/xml/ProxyServiceFactory.java,0
103,modules/core/src/main/java/org/apache/synapse/config/xml/ProxyServiceSerializer.java,0
104,modules/core/src/main/java/org/apache/synapse/config/xml/RMSequenceMediatorFactory.java,0
105,modules/core/src/main/java/org/apache/synapse/config/xml/RMSequenceMediatorSerializer.java,0
106,modules/core/src/main/java/org/apache/synapse/config/xml/RegistryFactory.java,0
108,modules/core/src/main/java/org/apache/synapse/config/xml/RegistrySerializer.java,0
109,modules/core/src/main/java/org/apache/synapse/config/xml/SendMediatorFactory.java,0
111,modules/core/src/main/java/org/apache/synapse/config/xml/SendMediatorSerializer.java,0
112,modules/core/src/main/java/org/apache/synapse/config/xml/SequenceMediatorFactory.java,0
114,modules/core/src/main/java/org/apache/synapse/config/xml/SequenceMediatorSerializer.java,0
115,modules/core/src/main/java/org/apache/synapse/config/xml/SwitchCase.java,0
116,modules/core/src/main/java/org/apache/synapse/config/xml/SwitchMediatorFactory.java,0
118,modules/core/src/main/java/org/apache/synapse/config/xml/SwitchMediatorSerializer.java,0
119,modules/core/src/main/java/org/apache/synapse/config/xml/SynapseMediatorFactory.java,0
120,modules/core/src/main/java/org/apache/synapse/config/xml/SynapseMediatorSerializer.java,0
122,modules/core/src/main/java/org/apache/synapse/config/xml/ValidateMediatorFactory.java,0
123,modules/core/src/main/java/org/apache/synapse/config/xml/ValidateMediatorSerializer.java,0
124,modules/core/src/main/java/org/apache/synapse/config/xml/XMLConfigurationBuilder.java,0
125,modules/core/src/main/java/org/apache/synapse/config/xml/XMLConfigurationSerializer.java,0
126,modules/core/src/main/java/org/apache/synapse/config/xml/XSLTMediatorFactory.java,0
127,modules/core/src/main/java/org/apache/synapse/config/xml/XSLTMediatorSerializer.java,0
128,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/AddressEndpointFactory.java,1
129,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/AddressEndpointSerializer.java,1
130,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/EndpointAbstractFactory.java,0
131,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/EndpointAbstractSerializer.java,0
132,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/EndpointFactory.java,0
133,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/EndpointSerializer.java,0
134,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/FailoverEndpointFactory.java,0
135,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/FailoverEndpointSerializer.java,0
136,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/IndirectEndpointFactory.java,0
137,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/IndirectEndpointSerializer.java,0
138,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/LoadbalanceEndpointFactory.java,0
139,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/LoadbalanceEndpointSerializer.java,0
140,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/SALoadbalanceEndpointFactory.java,0
141,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/SALoadbalanceEndpointSerializer.java,0
142,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/WSDLEndpointFactory.java,0
143,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/WSDLEndpointSerializer.java,0
144,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/XMLToEndpointMapper.java,0
145,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/utils/LoadbalanceAlgorithmFactory.java,0
146,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/utils/WSDL11EndpointBuilder.java,0
147,modules/core/src/main/java/org/apache/synapse/config/xml/endpoints/utils/WSDL20EndpointBuilder.java,0
148,modules/core/src/main/java/org/apache/synapse/core/SynapseEnvironment.java,1
149,modules/core/src/main/java/org/apache/synapse/core/axis2/AnonymousServiceFactory.java,0
150,modules/core/src/main/java/org/apache/synapse/core/axis2/AsyncCallback.java,0
151,modules/core/src/main/java/org/apache/synapse/core/axis2/Axis2FlexibleMEPClient.java,1
152,modules/core/src/main/java/org/apache/synapse/core/axis2/Axis2MessageContext.java,1
153,modules/core/src/main/java/org/apache/synapse/core/axis2/Axis2Sender.java,0
154,modules/core/src/main/java/org/apache/synapse/core/axis2/Axis2SynapseEnvironment.java,1
155,modules/core/src/main/java/org/apache/synapse/core/axis2/DynamicAxisOperation.java,0
157,modules/core/src/main/java/org/apache/synapse/core/axis2/MessageContextCreatorForAxis2.java,0
158,modules/core/src/main/java/org/apache/synapse/core/axis2/ProxyService.java,0
159,modules/core/src/main/java/org/apache/synapse/core/axis2/ProxyServiceMessageReceiver.java,0
160,modules/core/src/main/java/org/apache/synapse/core/axis2/SynapseCallbackReceiver.java,1
161,modules/core/src/main/java/org/apache/synapse/core/axis2/SynapseDispatcher.java,0
162,modules/core/src/main/java/org/apache/synapse/core/axis2/SynapseMessageReceiver.java,0
163,modules/core/src/main/java/org/apache/synapse/core/axis2/SynapseModule.java,0
164,modules/core/src/main/java/org/apache/synapse/core/axis2/TimeoutHandler.java,1
165,modules/core/src/main/java/org/apache/synapse/endpoints/AddressEndpoint.java,1
166,modules/core/src/main/java/org/apache/synapse/endpoints/Endpoint.java,0
167,modules/core/src/main/java/org/apache/synapse/endpoints/FailoverEndpoint.java,0
168,modules/core/src/main/java/org/apache/synapse/endpoints/IndirectEndpoint.java,0
169,modules/core/src/main/java/org/apache/synapse/endpoints/LoadbalanceEndpoint.java,0
170,modules/core/src/main/java/org/apache/synapse/endpoints/SALoadbalanceEndpoint.java,0
171,modules/core/src/main/java/org/apache/synapse/endpoints/WSDLEndpoint.java,0
172,modules/core/src/main/java/org/apache/synapse/endpoints/algorithms/LoadbalanceAlgorithm.java,0
173,modules/core/src/main/java/org/apache/synapse/endpoints/algorithms/RoundRobin.java,0
174,modules/core/src/main/java/org/apache/synapse/endpoints/dispatch/Dispatcher.java,0
175,modules/core/src/main/java/org/apache/synapse/endpoints/dispatch/HttpSessionDispatcher.java,0
176,modules/core/src/main/java/org/apache/synapse/endpoints/dispatch/SimpleClientSessionDispatcher.java,0
177,modules/core/src/main/java/org/apache/synapse/endpoints/dispatch/SoapSessionDispatcher.java,0
178,modules/core/src/main/java/org/apache/synapse/endpoints/utils/EndpointDefinition.java,0
179,modules/core/src/main/java/org/apache/synapse/mediators/AbstractListMediator.java,0
180,modules/core/src/main/java/org/apache/synapse/mediators/AbstractMediator.java,0
182,modules/core/src/main/java/org/apache/synapse/mediators/FilterMediator.java,0
183,modules/core/src/main/java/org/apache/synapse/mediators/GetPropertyFunction.java,1
184,modules/core/src/main/java/org/apache/synapse/mediators/ListMediator.java,0
185,modules/core/src/main/java/org/apache/synapse/mediators/MediatorFaultHandler.java,0
186,modules/core/src/main/java/org/apache/synapse/mediators/MediatorProperty.java,0
194,modules/core/src/main/java/org/apache/synapse/mediators/base/SequenceMediator.java,0
203,modules/core/src/main/java/org/apache/synapse/mediators/base/SynapseMediator.java,0
213,modules/core/src/main/java/org/apache/synapse/mediators/builtin/DropMediator.java,0
215,modules/core/src/main/java/org/apache/synapse/mediators/builtin/LogMediator.java,0
216,modules/core/src/main/java/org/apache/synapse/mediators/builtin/PropertyMediator.java,1
218,modules/core/src/main/java/org/apache/synapse/mediators/builtin/RMSequenceMediator.java,0
219,modules/core/src/main/java/org/apache/synapse/mediators/builtin/SendMediator.java,0
220,modules/core/src/main/java/org/apache/synapse/mediators/builtin/ValidateMediator.java,0
222,modules/core/src/main/java/org/apache/synapse/mediators/ext/ClassMediator.java,0
225,modules/core/src/main/java/org/apache/synapse/mediators/filters/FilterMediator.java,0
228,modules/core/src/main/java/org/apache/synapse/mediators/filters/InMediator.java,0
229,modules/core/src/main/java/org/apache/synapse/mediators/filters/OutMediator.java,0
230,modules/core/src/main/java/org/apache/synapse/mediators/filters/SwitchMediator.java,0
247,modules/core/src/main/java/org/apache/synapse/mediators/transform/FaultMediator.java,1
249,modules/core/src/main/java/org/apache/synapse/mediators/transform/HeaderMediator.java,1
251,modules/core/src/main/java/org/apache/synapse/mediators/transform/XSLTMediator.java,1
256,modules/core/src/main/java/org/apache/synapse/metrics/Constants.java,0
257,modules/core/src/main/java/org/apache/synapse/metrics/Counter.java,0
258,modules/core/src/main/java/org/apache/synapse/metrics/GlobalRequestCountHandler.java,0
259,modules/core/src/main/java/org/apache/synapse/metrics/MetricsAggregatorModule.java,0
261,modules/core/src/main/java/org/apache/synapse/registry/AbstractRegistry.java,0
262,modules/core/src/main/java/org/apache/synapse/registry/Registry.java,0
263,modules/core/src/main/java/org/apache/synapse/registry/RegistryEntry.java,0
264,modules/core/src/main/java/org/apache/synapse/registry/url/SimpleURLRegistry.java,0
266,modules/core/src/main/java/org/apache/synapse/registry/url/URLRegistryEntry.java,0
267,modules/core/src/main/java/org/apache/synapse/statistics/Statistics.java,0
268,modules/core/src/main/java/org/apache/synapse/statistics/StatisticsCollector.java,0
269,modules/core/src/main/java/org/apache/synapse/statistics/StatisticsHolder.java,0
270,modules/core/src/main/java/org/apache/synapse/statistics/StatisticsStack.java,0
271,modules/core/src/main/java/org/apache/synapse/statistics/StatisticsUtils.java,0
272,modules/core/src/main/java/org/apache/synapse/statistics/impl/EndPointStatisticsStack.java,0
274,modules/core/src/main/java/org/apache/synapse/statistics/impl/ProxyServiceStatisticsStack.java,0
275,modules/core/src/main/java/org/apache/synapse/statistics/impl/SequenceStatisticsStack.java,0
277,modules/core/src/main/java/org/apache/synapse/util/UUIDGenerator.java,0
